      2214,216000.00, 30.4511575176,114.4678533633,      26.667,    0.066,    0.074,   -0.011,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216001.00, 30.4511575198,114.4678533746,      26.654,   -0.002,   -0.037,    0.027,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216002.00, 30.4511574772,114.4678533494,      26.671,   -0.155,   -0.071,    0.355,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216003.00, 30.4511574807,114.4678533827,      26.664,    0.186,    0.160,   -0.438,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216004.00, 30.4511575190,114.4678533277,      26.662,   -0.023,   -0.154,    0.053,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216005.00, 30.4511574818,114.4678533875,      26.662,   -0.026,    0.018,   -0.039,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216006.00, 30.4511574594,114.4678533544,      26.673,    0.016,    0.049,   -0.119,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216007.00, 30.4511575117,114.4678533394,      26.661,   -0.117,   -0.122,    0.281,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216008.00, 30.4511575006,114.4678533477,      26.668,    0.254,    0.067,   -0.422,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216009.00, 30.4511575049,114.4678533355,      26.662,   -0.094,    0.029,    0.031,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216010.00, 30.4511574808,114.4678533630,      26.658,    0.109,    0.017,    0.014,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216011.00, 30.4511574752,114.4678533382,      26.662,   -0.201,   -0.056,    0.385,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216012.00, 30.4511575037,114.4678533804,      26.673,    0.075,   -0.045,   -0.070,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216013.00, 30.4511575128,114.4678533899,      26.661,   -0.042,    0.132,   -0.087,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216014.00, 30.4511575200,114.4678533759,      26.657,    0.045,    0.101,   -0.019,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
      2214,216015.00, 30.4511575266,114.4678533945,      26.661,    0.031,   -0.191,   -0.362,       0.008,       0.008,       0.018,    0.200,    0.200,    0.425,1
