  2214.357,     0.445,     1.166,    -0.660,  2 
  2214.357,     0.449,     1.001,    -0.766,  2 
  2214.357,     0.474,     0.951,    -0.776,  2 
  2214.357,     0.469,     0.943,    -0.847,  2 
  2214.357,     0.459,     0.890,    -0.915,  2 
  2214.357,     0.413,     0.805,    -1.024,  2 
  2214.357,     0.398,     0.794,    -1.148,  2 
  2214.357,     0.295,     0.596,    -1.128,  2 
  2214.357,     0.318,     0.514,    -1.164,  2 
  2214.357,     0.327,     0.438,    -1.233,  2 
  2214.357,     0.416,     0.517,    -1.286,  2 
  2214.357,     0.462,     0.518,    -1.318,  2 
  2214.357,     0.520,     0.513,    -1.336,  2 
  2214.357,     0.568,     0.502,    -1.297,  2 
  2214.357,     0.584,     0.472,    -1.317,  2 
  2214.357,     0.572,     0.490,    -1.279,  2 
  2214.357,     0.566,     0.523,    -1.175,  2 
  2214.357,     0.564,     0.577,    -1.122,  2 
  2214.357,     0.560,     0.644,    -0.974,  2 
  2214.357,     0.509,     0.680,    -0.583,  2 
  2214.357,     0.484,     0.682,    -0.593,  2 
  2214.357,     0.483,     0.721,    -0.605,  2 
  2214.357,     0.425,     0.733,    -0.614,  2 
  2214.357,     0.360,     0.762,    -0.566,  2 
  2214.357,     0.364,     0.775,    -0.687,  2 
  2214.357,     0.351,     0.793,    -0.715,  2 
  2214.357,     0.346,     0.819,    -0.713,  2 
  2214.357,     0.351,     0.881,    -0.677,  2 
  2214.357,     0.288,     0.851,    -0.563,  2 
  2214.357,     0.287,     0.930,    -0.585,  2 
  2214.357,     0.257,     0.946,    -0.589,  2 
  2214.357,     0.219,     0.888,    -0.524,  2 
  2214.357,     0.215,     1.009,    -0.524,  2 
  2214.357,     0.265,     1.157,    -0.579,  2 
  2214.357,     0.228,     1.188,    -0.494,  2 
  2214.357,     0.184,     1.203,    -0.369,  2 
  2214.357,     0.131,     1.163,    -0.261,  2 
  2214.357,     0.120,     1.189,    -0.147,  2 
  2214.357,     0.126,     1.228,    -0.077,  2 
  2214.357,     0.143,     1.254,    -0.017,  2 
  2214.357,     0.115,     1.265,     0.069,  2 
  2214.357,     0.120,     1.326,     0.126,  2 
  2214.357,     0.137,     1.397,     0.158,  2 
  2214.357,     0.187,     1.509,     0.109,  2 
  2214.357,     0.149,     1.477,     0.072,  2 
  2214.357,     0.113,     1.383,     0.124,  2 
  2214.357,     0.072,     1.317,     0.125,  2 
  2214.357,     0.061,     1.314,     0.082,  2 
  2214.357,     0.044,     1.252,     0.014,  2 
  2214.357,     0.025,     1.150,     0.003,  2 
  2214.357,     0.060,     1.112,    -0.041,  2 
  2214.357,     0.088,     1.067,    -0.050,  2 
  2214.357,     0.100,     1.087,    -0.119,  2 
  2214.357,     0.120,     1.080,    -0.247,  2 
  2214.357,     0.134,     1.064,    -0.281,  2 
  2214.357,     0.153,     1.057,    -0.236,  2 
  2214.357,     0.156,     1.015,    -0.216,  2 
  2214.357,     0.218,     1.035,    -0.220,  2 
  2214.357,     0.220,     0.991,    -0.125,  2 
  2214.357,     0.213,     1.023,    -0.044,  2 
  2214.357,     0.214,     0.963,     0.028,  2 
  2214.357,     0.193,     0.900,    -0.020,  2 
  2214.357,     0.220,     0.862,    -0.006,  2 
  2214.357,     0.215,     0.786,     0.084,  2 
  2214.357,     0.218,     0.747,     0.228,  2 
  2214.357,     0.261,     0.824,     0.206,  2 
  2214.357,     0.302,     0.889,     0.184,  2 
  2214.357,     0.281,     0.903,     0.196,  2 
  2214.357,     0.302,     0.913,     0.207,  2 
  2214.357,     0.326,     0.891,     0.331,  2 
  2214.357,     0.376,     0.926,     0.377,  2 
  2214.357,     0.368,     0.954,     0.422,  2 
  2214.357,     0.396,     1.057,     0.391,  2 
  2214.357,     0.385,     1.082,     0.378,  2 
  2214.357,     0.347,     1.154,     0.357,  2 
  2214.357,     0.296,     1.068,     0.380,  2 
  2214.357,     0.282,     1.068,     0.366,  2 
  2214.357,     0.243,     1.140,     0.313,  2 
  2214.357,     0.213,     1.146,     0.328,  2 
  2214.357,     0.218,     1.203,     0.357,  2 
  2214.357,     0.201,     1.193,     0.443,  2 
  2214.357,     0.176,     1.136,     0.552,  2 
  2214.357,     0.199,     1.167,     0.692,  2 
  2214.357,     0.173,     1.205,     0.711,  2 
  2214.357,     0.134,     1.198,     0.813,  2 
  2214.357,     0.099,     1.169,     0.859,  2 
  2214.357,     0.084,     1.115,     0.869,  2 
  2214.357,     0.099,     1.130,     0.811,  2 
  2214.357,     0.087,     1.158,     0.773,  2 
  2214.357,     0.158,     1.245,     0.663,  2 
  2214.357,     0.208,     1.270,     0.560,  2 
  2214.357,     0.225,     1.161,     0.556,  2 
  2214.357,     0.232,     1.123,     0.511,  2 
  2214.357,     0.291,     1.084,     0.454,  2 
  2214.357,     0.340,     1.086,     0.425,  2 
  2214.357,     0.374,     1.018,     0.375,  2 
  2214.357,     0.366,     1.002,     0.276,  2 
  2214.357,     0.374,     1.015,     0.087,  2 
  2214.357,     0.384,     1.017,    -0.082,  2 
  2214.357,     0.426,     1.005,    -0.252,  2 
  2214.357,     0.360,     0.927,    -0.252,  2 
  2214.357,     0.360,     0.939,    -0.370,  2 
  2214.357,     0.332,     0.939,    -0.421,  2 
  2214.357,     0.349,     0.906,    -0.393,  2 
  2214.357,     0.428,     1.077,    -0.508,  2 
  2214.357,     0.408,     1.077,    -0.438,  2 
  2214.357,     0.406,     1.053,    -0.279,  2 
  2214.357,     0.442,     1.154,    -0.274,  2 
  2214.357,     0.409,     1.154,    -0.242,  2 
  2214.357,     0.420,     1.220,    -0.176,  2 
  2214.357,     0.447,     1.324,    -0.186,  2 
  2214.357,     0.484,     1.413,    -0.199,  2 
  2214.357,     0.490,     1.376,    -0.150,  2 
  2214.357,     0.491,     1.406,    -0.127,  2 
  2214.357,     0.502,     1.413,    -0.117,  2 
  2214.357,     0.518,     1.399,    -0.023,  2 
  2214.357,     0.537,     1.346,    -0.018,  2 
  2214.357,     0.527,     1.281,     0.007,  2 
  2214.357,     0.460,     1.127,     0.101,  2 
  2214.357,     0.463,     1.139,     0.137,  2 
  2214.357,     0.452,     1.109,     0.181,  2 
  2214.357,     0.441,     1.079,     0.221,  2 
  2214.357,     0.449,     1.088,     0.324,  2 
  2214.357,     0.447,     1.103,     0.282,  2 
  2214.357,     0.448,     1.118,     0.213,  2 
  2214.357,     0.456,     1.097,     0.146,  2 
  2214.357,     0.416,     1.015,     0.251,  2 
  2214.357,     0.369,     0.964,     0.279,  2 
  2214.357,     0.355,     0.890,     0.336,  2 
  2214.357,     0.351,     0.889,     0.377,  2 
  2214.357,     0.356,     0.889,     0.487,  2 
  2214.357,     0.372,     0.928,     0.463,  2 
  2214.357,     0.412,     0.911,     0.451,  2 
  2214.357,     0.403,     0.861,     0.477,  2 
  2214.357,     0.471,     0.946,     0.451,  2 
  2214.357,     0.474,     0.941,     0.437,  2 
  2214.357,     0.498,     0.937,     0.443,  2 
  2214.357,     0.513,     0.943,     0.439,  2 
  2214.357,     0.547,     0.950,     0.350,  2 
  2214.357,     0.535,     0.932,     0.329,  2 
  2214.357,     0.513,     0.864,     0.317,  2 
  2214.357,     0.488,     0.760,     0.290,  2 
  2214.357,     0.495,     0.622,     0.175,  2 
  2214.357,     0.474,     0.513,     0.089,  2 
  2214.357,     0.447,     0.431,    -0.035,  2 
  2214.357,     0.411,     0.385,    -0.133,  2 
  2214.357,     0.421,     0.389,    -0.229,  2 
  2214.357,     0.415,     0.410,    -0.348,  2 
  2214.357,     0.434,     0.488,    -0.495,  2 
  2214.357,     0.393,     0.450,    -0.574,  2 
  2214.357,     0.365,     0.415,    -0.637,  2 
  2214.357,     0.340,     0.338,    -0.644,  2 
  2214.357,     0.315,     0.247,    -0.621,  2 
  2214.357,     0.277,     0.183,    -0.605,  2 
  2214.357,     0.286,     0.233,    -0.634,  2 
  2214.357,     0.277,     0.188,    -0.612,  2 
  2214.357,     0.282,     0.194,    -0.616,  2 
  2214.357,     0.292,     0.269,    -0.575,  2 
  2214.357,     0.250,     0.222,    -0.478,  2 
  2214.357,     0.311,     0.244,    -0.486,  2 
  2214.357,     0.328,     0.248,    -0.465,  2 
  2214.357,     0.352,     0.318,    -0.439,  2 
  2214.357,     0.348,     0.366,    -0.365,  2 
  2214.357,     0.337,     0.384,    -0.298,  2 
  2214.357,     0.328,     0.387,    -0.317,  2 
  2214.357,     0.284,     0.375,    -0.337,  2 
  2214.357,     0.263,     0.403,    -0.371,  2 
  2214.357,     0.253,     0.411,    -0.338,  2 
  2214.357,     0.241,     0.410,    -0.357,  2 
  2214.357,     0.270,     0.488,    -0.389,  2 
  2214.357,     0.279,     0.540,    -0.456,  2 
  2214.357,     0.207,     0.530,    -0.473,  2 
  2214.357,     0.186,     0.569,    -0.562,  2 
  2214.357,     0.150,     0.592,    -0.592,  2 
  2214.357,     0.149,     0.614,    -0.661,  2 
  2214.357,     0.102,     0.594,    -0.706,  2 
  2214.357,     0.076,     0.539,    -0.615,  2 
  2214.357,     0.096,     0.500,    -0.669,  2 
  2214.357,     0.096,     0.455,    -0.662,  2 
  2214.357,     0.095,     0.443,    -0.706,  2 
  2214.357,     0.068,     0.390,    -0.595,  2 
  2214.357,     0.046,     0.388,    -0.595,  2 
  2214.357,     0.071,     0.374,    -0.604,  2 
  2214.357,     0.101,     0.377,    -0.636,  2 
  2214.357,     0.100,     0.438,    -0.541,  2 
  2214.357,     0.128,     0.488,    -0.469,  2 
  2214.357,     0.112,     0.455,    -0.419,  2 
  2214.357,     0.105,     0.388,    -0.378,  2 
  2214.357,     0.113,     0.362,    -0.390,  2 
  2214.357,     0.104,     0.286,    -0.337,  2 
  2214.357,     0.104,     0.268,    -0.293,  2 
  2214.357,     0.144,     0.274,    -0.303,  2 
  2214.357,     0.170,     0.277,    -0.349,  2 
  2214.357,     0.165,     0.222,    -0.247,  2 
  2214.357,     0.169,     0.190,    -0.203,  2 
  2214.357,     0.210,     0.244,    -0.284,  2 
  2214.357,     0.217,     0.257,    -0.257,  2 
  2214.357,     0.249,     0.285,    -0.244,  2 
  2214.357,     0.249,     0.285,    -0.299,  2 
  2214.357,     0.259,     0.285,    -0.356,  2 
  2214.357,     0.243,     0.409,    -0.425,  2 
  2214.357,     0.305,     0.541,    -0.584,  2 
  2214.357,     0.299,     0.527,    -0.572,  2 
  2214.357,     0.355,     0.571,    -0.578,  2 
  2214.357,     0.361,     0.555,    -0.595,  2 
  2214.357,     0.424,     0.601,    -0.542,  2 
  2214.357,     0.372,     0.606,    -0.403,  2 
  2214.357,     0.397,     0.654,    -0.285,  2 
  2214.357,     0.401,     0.743,    -0.196,  2 
  2214.357,     0.385,     0.771,    -0.218,  2 
  2214.357,     0.380,     0.771,    -0.211,  2 
  2214.357,     0.407,     0.875,    -0.202,  2 
  2214.357,     0.369,     0.823,    -0.166,  2 
  2214.357,     0.357,     0.751,    -0.121,  2 
  2214.357,     0.387,     0.781,    -0.097,  2 
  2214.357,     0.409,     0.709,    -0.040,  2 
  2214.358,     0.425,     0.655,    -0.047,  2 
  2214.358,     0.411,     0.610,    -0.052,  2 
  2214.358,     0.379,     0.584,    -0.121,  2 
  2214.358,     0.367,     0.599,    -0.155,  2 
  2214.358,     0.378,     0.647,    -0.173,  2 
  2214.358,     0.457,     0.704,    -0.215,  2 
  2214.358,     0.450,     0.632,    -0.209,  2 
  2214.358,     0.423,     0.558,    -0.201,  2 
  2214.358,     0.419,     0.489,    -0.207,  2 
  2214.358,     0.395,     0.479,    -0.172,  2 
  2214.358,     0.389,     0.500,    -0.093,  2 
  2214.358,     0.411,     0.524,    -0.110,  2 
  2214.358,     0.429,     0.476,    -0.083,  2 
  2214.358,     0.474,     0.528,    -0.169,  2 
  2214.358,     0.462,     0.534,    -0.187,  2 
  2214.358,     0.485,     0.478,    -0.201,  2 
  2214.358,     0.503,     0.460,    -0.288,  2 
  2214.358,     0.491,     0.414,    -0.276,  2 
  2214.358,     0.526,     0.375,    -0.277,  2 
  2214.358,     0.569,     0.413,    -0.222,  2 
  2214.358,     0.598,     0.416,    -0.208,  2 
  2214.358,     0.608,     0.426,    -0.133,  2 
  2214.358,     0.577,     0.448,    -0.051,  2 
  2214.358,     0.586,     0.411,     0.136,  2 
  2214.358,     0.577,     0.352,     0.213,  2 
  2214.358,     0.528,     0.338,     0.256,  2 
  2214.358,     0.483,     0.373,     0.323,  2 
  2214.358,     0.425,     0.317,     0.270,  2 
  2214.358,     0.433,     0.323,     0.270,  2 
  2214.358,     0.395,     0.328,     0.253,  2 
  2214.358,     0.422,     0.353,     0.164,  2 
  2214.358,     0.447,     0.379,     0.083,  2 
  2214.358,     0.478,     0.457,    -0.009,  2 
  2214.358,     0.491,     0.430,    -0.028,  2 
  2214.358,     0.493,     0.387,    -0.002,  2 
  2214.358,     0.518,     0.387,     0.028,  2 
  2214.358,     0.549,     0.393,    -0.018,  2 
  2214.358,     0.549,     0.355,    -0.030,  2 
  2214.358,     0.553,     0.328,    -0.044,  2 
  2214.358,     0.565,     0.313,    -0.155,  2 
  2214.358,     0.468,     0.221,    -0.132,  2 
  2214.358,     0.476,     0.321,    -0.169,  2 
  2214.358,     0.487,     0.342,    -0.261,  2 
  2214.358,     0.499,     0.371,    -0.250,  2 
  2214.358,     0.502,     0.398,    -0.222,  2 
  2214.358,     0.543,     0.485,    -0.236,  2 
  2214.358,     0.564,     0.518,    -0.244,  2 
  2214.358,     0.552,     0.519,    -0.221,  2 
  2214.358,     0.547,     0.484,    -0.250,  2 
  2214.358,     0.564,     0.442,    -0.263,  2 
  2214.358,     0.555,     0.384,    -0.212,  2 
  2214.358,     0.573,     0.373,    -0.174,  2 
  2214.358,     0.566,     0.387,    -0.169,  2 
  2214.358,     0.605,     0.392,    -0.167,  2 
  2214.358,     0.631,     0.408,    -0.189,  2 
  2214.358,     0.642,     0.395,    -0.196,  2 
  2214.358,     0.660,     0.416,    -0.187,  2 
  2214.358,     0.690,     0.448,    -0.180,  2 
  2214.358,     0.697,     0.429,    -0.163,  2 
  2214.358,     0.667,     0.367,    -0.105,  2 
  2214.358,     0.648,     0.351,    -0.058,  2 
  2214.358,     0.638,     0.357,    -0.021,  2 
  2214.358,     0.553,     0.296,     0.010,  2 
  2214.358,     0.566,     0.334,    -0.065,  2 
  2214.358,     0.603,     0.398,    -0.109,  2 
  2214.358,     0.555,     0.377,    -0.115,  2 
  2214.358,     0.535,     0.316,    -0.112,  2 
  2214.358,     0.509,     0.218,    -0.047,  2 
  2214.358,     0.491,     0.146,     0.038,  2 
  2214.358,     0.456,     0.081,     0.137,  2 
  2214.358,     0.446,     0.169,     0.180,  2 
  2214.358,     0.449,     0.235,     0.106,  2 
  2214.358,     0.433,     0.244,     0.112,  2 
  2214.358,     0.422,     0.325,     0.103,  2 
  2214.358,     0.415,     0.349,    -0.009,  2 
  2214.358,     0.383,     0.327,    -0.045,  2 
  2214.358,     0.430,     0.373,    -0.157,  2 
  2214.358,     0.429,     0.378,    -0.178,  2 
  2214.358,     0.454,     0.411,    -0.228,  2 
  2214.358,     0.431,     0.413,    -0.240,  2 
  2214.358,     0.385,     0.388,    -0.239,  2 
  2214.358,     0.376,     0.394,    -0.159,  2 
  2214.358,     0.362,     0.420,    -0.123,  2 
  2214.358,     0.358,     0.406,    -0.051,  2 
  2214.358,     0.328,     0.469,     0.027,  2 
  2214.358,     0.311,     0.511,     0.037,  2 
  2214.358,     0.330,     0.601,     0.008,  2 
  2214.358,     0.314,     0.648,     0.158,  2 
  2214.358,     0.295,     0.715,     0.206,  2 
  2214.358,     0.222,     0.667,     0.284,  2 
  2214.358,     0.222,     0.731,     0.264,  2 
  2214.358,     0.209,     0.738,     0.372,  2 
  2214.358,     0.195,     0.791,     0.335,  2 
  2214.358,     0.209,     0.916,     0.176,  2 
  2214.358,     0.222,     0.942,     0.106,  2 
  2214.358,     0.171,     0.853,     0.203,  2 
  2214.358,     0.159,     0.838,     0.203,  2 
  2214.358,     0.159,     0.803,     0.224,  2 
  2214.358,     0.125,     0.792,     0.300,  2 
  2214.358,     0.158,     0.906,     0.233,  2 
  2214.358,     0.123,     0.938,     0.243,  2 
  2214.358,     0.127,     0.928,     0.229,  2 
  2214.358,     0.119,     0.887,     0.176,  2 
  2214.358,     0.109,     0.854,     0.140,  2 
  2214.358,     0.134,     0.881,     0.123,  2 
  2214.358,     0.107,     0.856,     0.161,  2 
  2214.358,     0.062,     0.751,     0.264,  2 
  2214.358,     0.062,     0.734,     0.195,  2 
  2214.358,     0.046,     0.735,     0.245,  2 
  2214.358,     0.097,     0.738,     0.217,  2 
  2214.358,     0.149,     0.749,     0.221,  2 
  2214.358,     0.134,     0.697,     0.303,  2 
  2214.358,     0.138,     0.646,     0.330,  2 
  2214.358,     0.137,     0.620,     0.470,  2 
  2214.358,     0.139,     0.625,     0.474,  2 
  2214.358,     0.154,     0.619,     0.462,  2 
  2214.358,     0.131,     0.595,     0.442,  2 
  2214.358,     0.130,     0.566,     0.449,  2 
  2214.358,     0.140,     0.590,     0.506,  2 
  2214.358,     0.145,     0.596,     0.490,  2 
  2214.358,     0.176,     0.677,     0.392,  2 
  2214.358,     0.184,     0.666,     0.353,  2 
  2214.358,     0.255,     0.723,     0.243,  2 
  2214.358,     0.260,     0.726,     0.225,  2 
  2214.358,     0.257,     0.728,     0.150,  2 
  2214.358,     0.245,     0.731,     0.179,  2 
  2214.358,     0.258,     0.769,     0.198,  2 
  2214.358,     0.245,     0.758,     0.214,  2 
  2214.358,     0.291,     0.809,     0.249,  2 
  2214.358,     0.290,     0.818,     0.319,  2 
  2214.358,     0.324,     0.768,     0.297,  2 
  2214.358,     0.330,     0.684,     0.334,  2 
  2214.358,     0.339,     0.635,     0.389,  2 
  2214.358,     0.364,     0.646,     0.353,  2 
  2214.358,     0.365,     0.670,     0.312,  2 
  2214.358,     0.406,     0.699,     0.250,  2 
  2214.358,     0.465,     0.734,     0.181,  2 
  2214.358,     0.489,     0.713,     0.142,  2 
  2214.358,     0.522,     0.761,     0.163,  2 
  2214.358,     0.585,     0.836,     0.077,  2 
  2214.358,     0.603,     0.862,     0.143,  2 
  2214.358,     0.595,     0.885,     0.168,  2 
  2214.358,     0.592,     0.891,     0.172,  2 
  2214.358,     0.601,     0.884,     0.229,  2 
  2214.358,     0.624,     0.926,     0.101,  2 
  2214.358,     0.663,     0.960,     0.034,  2 
  2214.358,     0.688,     0.930,    -0.030,  2 
  2214.358,     0.682,     0.842,    -0.021,  2 
  2214.358,     0.711,     0.796,    -0.066,  2 
  2214.358,     0.692,     0.719,    -0.074,  2 
  2214.358,     0.658,     0.650,    -0.059,  2 
  2214.358,     0.735,     0.658,    -0.073,  2 
  2214.358,     0.720,     0.550,     0.116,  2 
  2214.358,     0.738,     0.412,     0.181,  2 
  2214.358,     0.742,     0.312,     0.289,  2 
  2214.358,     0.718,     0.264,     0.389,  2 
  2214.358,     0.695,     0.228,     0.441,  2 
  2214.358,     0.696,     0.311,     0.434,  2 
  2214.358,     0.708,     0.349,     0.324,  2 
  2214.358,     0.750,     0.334,     0.254,  2 
  2214.358,     0.741,     0.360,     0.233,  2 
  2214.358,     0.733,     0.365,     0.288,  2 
  2214.358,     0.731,     0.388,     0.227,  2 
  2214.358,     0.767,     0.387,     0.176,  2 
  2214.358,     0.782,     0.359,     0.237,  2 
  2214.358,     0.807,     0.324,     0.182,  2 
  2214.358,     0.872,     0.331,    -0.006,  2 
  2214.358,     0.863,     0.262,    -0.005,  2 
  2214.358,     0.900,     0.253,    -0.029,  2 
  2214.358,     0.899,     0.219,    -0.108,  2 
  2214.358,     0.854,     0.175,    -0.042,  2 
  2214.358,     0.878,     0.169,    -0.077,  2 
  2214.358,     0.879,     0.187,    -0.111,  2 
  2214.358,     0.818,     0.160,    -0.058,  2 
  2214.358,     0.801,     0.184,    -0.163,  2 
  2214.358,     0.801,     0.230,    -0.160,  2 
  2214.358,     0.804,     0.207,    -0.158,  2 
  2214.358,     0.839,     0.284,    -0.281,  2 
  2214.358,     0.815,     0.275,    -0.337,  2 
  2214.358,     0.848,     0.355,    -0.359,  2 
  2214.358,     0.847,     0.428,    -0.311,  2 
  2214.358,     0.867,     0.471,    -0.283,  2 
  2214.358,     0.907,     0.553,    -0.349,  2 
  2214.358,     0.936,     0.558,    -0.405,  2 
  2214.358,     0.944,     0.599,    -0.465,  2 
  2214.358,     0.930,     0.581,    -0.411,  2 
  2214.358,     0.980,     0.659,    -0.401,  2 
  2214.358,     1.034,     0.735,    -0.391,  2 
  2214.358,     1.087,     0.794,    -0.425,  2 
  2214.358,     1.027,     0.730,    -0.322,  2 
  2214.358,     1.021,     0.691,    -0.345,  2 
  2214.358,     1.024,     0.709,    -0.381,  2 
  2214.358,     1.009,     0.706,    -0.401,  2 
